MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RM,8546,PAVE,LVL,ALLPUB,1STORY,2003,1121,Y,SBRKR,1121,2.0,0,2,1,5,0,2,3,2010,140000
RL,10125,PAVE,LVL,ALLPUB,1STORY,1977,1196,Y,SBRKR,1279,2.0,0,3,1,6,2,2,2,2008,171500
RL,7000,PAVE,LVL,ALLPUB,1.5FIN,1924,617,Y,SBRKR,865,2.0,0,2,1,6,0,1,5,2006,112000
RM,4438,PAVE,LVL,ALLPUB,1STORY,2004,848,Y,SBRKR,848,1.0,0,1,1,3,1,2,1,2008,149000
RM,3500,PAVE,LVL,ALLPUB,1.5FIN,1947,720,Y,SBRKR,720,1.0,1,2,1,5,0,1,4,2009,110000
RL,11851,PAVE,LVL,ALLPUB,1STORY,1990,1424,Y,SBRKR,1442,2.0,0,3,1,5,0,2,5,2009,180500
RL,13673,PAVE,LVL,ALLPUB,1STORY,1962,1140,Y,SBRKR,1696,1.0,1,3,1,8,1,1,3,2007,143900
RL,12493,PAVE,LVL,ALLPUB,1STORY,1960,1100,Y,SBRKR,1100,1.0,0,3,1,6,1,1,4,2008,141000
RL,14364,PAVE,LOW,ALLPUB,2STORY,1988,1157,Y,SBRKR,1180,2.0,1,3,1,7,1,2,4,2007,277000
RL,8250,PAVE,LVL,ALLPUB,1STORY,1964,1092,Y,SBRKR,1092,1.0,0,3,1,6,0,2,7,2008,145000
RL,5604,PAVE,LVL,ALLPUB,1STORY,1925,864,N,FUSEA,864,1.0,0,2,1,5,0,0,4,2008,98000
RL,10420,PAVE,LVL,ALLPUB,1STORY,2009,1212,Y,SBRKR,1212,2.0,0,3,1,6,0,2,3,2010,186000
FV,8640,PAVE,LVL,ALLPUB,2STORY,2009,900,Y,SBRKR,932,2.0,1,3,1,7,1,2,7,2009,252678
RL,13568,PAVE,LVL,ALLPUB,1STORY,1995,990,Y,SBRKR,990,1.0,0,3,1,5,0,2,7,2006,156000
RL,10900,PAVE,LVL,ALLPUB,2STORY,1977,689,Y,SBRKR,689,1.0,1,3,1,6,0,1,3,2010,161750
RL,10011,PAVE,LVL,ALLPUB,1STORY,1957,1070,Y,SBRKR,1236,1.0,0,2,1,6,1,1,5,2006,134450
RL,8450,PAVE,LVL,ALLPUB,1STORY,2004,1436,Y,SBRKR,1436,2.0,0,3,1,8,0,2,4,2008,210000
RM,9906,PAVE,LVL,ALLPUB,2STORY,1925,686,N,SBRKR,810,1.0,0,3,1,8,0,1,9,2006,107000
RL,15660,PAVE,LVL,ALLPUB,1.5FIN,1939,798,Y,SBRKR,1137,1.0,1,3,1,8,2,2,5,2008,311500
RL,3010,PAVE,LVL,ALLPUB,1STORY,2005,1248,Y,SBRKR,1248,2.0,0,2,1,5,0,2,3,2006,167240
RL,8990,PAVE,LVL,ALLPUB,1STORY,2006,1498,Y,SBRKR,1498,2.0,0,2,1,5,0,2,4,2006,204900
RL,8068,PAVE,LVL,ALLPUB,2STORY,2002,1010,Y,SBRKR,1010,2.0,1,4,1,8,1,2,12,2009,200000
RL,11475,PAVE,LVL,ALLPUB,2STORY,1975,713,Y,SBRKR,811,2.0,1,3,1,6,1,2,2,2006,179900
RL,10500,PAVE,LVL,ALLPUB,1STORY,1971,864,Y,SBRKR,864,1.0,0,2,1,4,0,2,3,2009,97000
RL,13472,PAVE,LVL,ALLPUB,1STORY,2003,2392,Y,SBRKR,2392,2.0,0,3,1,8,1,3,6,2009,386250
RM,1680,PAVE,LVL,ALLPUB,2STORY,1971,630,Y,UNKNOWN,630,2.0,1,3,1,6,0,1,5,2009,112000
RL,9950,PAVE,LVL,ALLPUB,2STORY,1995,1203,Y,SBRKR,1214,2.0,1,4,1,9,1,3,6,2007,290000
RM,1869,PAVE,LVL,ALLPUB,2STORY,1970,483,Y,SBRKR,483,1.0,1,2,1,5,0,1,9,2008,106000
RL,8521,PAVE,LVL,ALLPUB,1STORY,1967,912,Y,SBRKR,912,1.0,0,3,1,5,1,1,5,2010,125000
RL,3182,PAVE,LVL,ALLPUB,1STORY,2005,1373,Y,SBRKR,1555,2.0,0,2,1,7,1,2,5,2009,192500
RL,8760,PAVE,LVL,ALLPUB,1STORY,1959,1194,Y,SBRKR,1194,1.0,0,3,1,6,0,1,4,2010,148000
RL,15138,PAVE,LVL,ALLPUB,2STORY,1995,1462,Y,SBRKR,1490,2.0,1,4,1,9,1,3,7,2009,403000
RM,1680,PAVE,LVL,ALLPUB,2STORY,1972,483,Y,SBRKR,483,1.0,1,2,1,5,1,1,6,2006,94500
RL,10650,PAVE,LVL,ALLPUB,1STORY,1976,894,Y,SBRKR,894,1.0,0,3,1,5,0,1,2,2010,128200
RL,7851,PAVE,LVL,ALLPUB,2STORY,2002,860,Y,SBRKR,860,2.0,1,4,1,8,2,2,5,2010,216500
RM,1680,PAVE,LVL,ALLPUB,2STORY,1971,483,Y,SBRKR,483,1.0,1,2,1,5,0,1,8,2008,89500
RL,8773,PAVE,LVL,ALLPUB,1STORY,2004,1414,Y,SBRKR,1414,2.0,0,3,1,6,0,2,5,2010,185500
RL,9453,PAVE,LVL,ALLPUB,2STORY,1993,996,Y,SBRKR,1014,2.0,1,3,1,7,0,2,2,2010,194500
RL,12030,PAVE,LVL,ALLPUB,1STORY,2007,1694,Y,SBRKR,1694,2.0,0,3,1,7,0,3,12,2007,318000
RL,8741,PAVE,LVL,ALLPUB,1.5FIN,1945,735,Y,FUSEA,798,1.0,1,3,1,7,1,1,4,2010,113000
FV,9000,PAVE,LVL,ALLPUB,1STORY,2008,1566,Y,SBRKR,1566,2.0,0,3,1,7,0,2,4,2010,262500
RM,3880,PAVE,LVL,ALLPUB,1STORY,1945,686,Y,SBRKR,866,1.0,0,2,1,4,0,0,8,2007,110500
RM,5000,PAVE,LVL,ALLPUB,1.5FIN,1900,540,N,FUSEA,889,1.0,0,3,1,6,0,1,4,2006,79000
RL,10762,PAVE,LVL,ALLPUB,2STORY,1980,626,Y,SBRKR,626,1.0,1,3,1,6,1,1,4,2009,120000
RL,8880,PAVE,LVL,ALLPUB,2STORY,1994,948,Y,SBRKR,1222,2.0,1,3,1,8,2,2,5,2010,205000
RL,10400,PAVE,LVL,ALLPUB,1STORY,1988,1845,Y,SBRKR,1872,2.0,0,3,1,6,1,2,6,2006,241500
RM,9142,PAVE,LVL,ALLPUB,2STORY,1910,1020,N,FUSEP,908,2.0,0,4,2,9,0,1,4,2006,137000
RL,11310,PAVE,LVL,ALLPUB,1STORY,1954,1367,Y,SBRKR,1375,1.0,0,2,1,5,1,2,6,2006,140000
RL,11317,PAVE,LVL,ALLPUB,2STORY,2003,840,Y,SBRKR,840,2.0,1,3,1,8,0,2,9,2007,180000
RL,159000,PAVE,LOW,ALLPUB,1.5FIN,1958,1444,Y,SBRKR,1444,2.0,0,4,1,7,2,2,6,2007,277000
RL,5350,PAVE,LVL,ALLPUB,1STORY,1940,728,Y,SBRKR,1306,1.0,0,3,1,6,0,0,5,2010,76500
RM,4750,PAVE,HLS,ALLPUB,1STORY,2006,1573,Y,SBRKR,1625,2.0,0,2,1,5,1,2,12,2007,235000
RL,8366,PAVE,LVL,ALLPUB,2STORY,2004,798,Y,SBRKR,798,2.0,1,3,1,6,0,2,12,2008,173000
RL,9350,PAVE,LVL,ALLPUB,SLVL,1964,1302,Y,SBRKR,1302,2.0,0,3,1,7,0,1,10,2007,158000
RL,8400,PAVE,LVL,ALLPUB,1STORY,1957,1314,Y,SBRKR,1314,1.0,0,3,1,5,0,1,6,2010,145000
RL,8738,PAVE,LVL,ALLPUB,2STORY,1999,975,Y,SBRKR,1005,2.0,1,4,1,8,1,2,2,2006,230000
FV,8791,PAVE,LVL,ALLPUB,2STORY,2003,864,Y,SBRKR,864,2.0,1,3,1,7,0,2,5,2008,207500
RL,8814,PAVE,LVL,ALLPUB,1STORY,2006,1604,Y,SBRKR,1604,2.0,1,3,1,8,1,2,3,2009,220000
RL,12435,PAVE,LVL,ALLPUB,2STORY,2001,963,Y,SBRKR,963,2.0,1,3,1,7,1,2,5,2008,231500
RM,12702,PAVE,LVL,ALLPUB,1STORY,1956,0,Y,FUSEA,882,1.0,0,2,1,4,0,1,12,2008,97000
RL,19296,PAVE,LVL,ALLPUB,SLVL,1962,1362,Y,SBRKR,1382,1.0,0,3,1,6,1,2,5,2009,176000
RL,9588,PAVE,LVL,ALLPUB,2STORY,2007,1482,Y,SBRKR,1482,2.0,1,3,1,10,1,3,11,2007,276000
RL,8471,PAVE,LVL,ALLPUB,SLVL,1977,506,Y,SBRKR,1212,1.0,0,3,1,6,1,2,7,2006,151000
RM,5500,PAVE,LVL,ALLPUB,1.5FIN,1929,926,Y,SBRKR,926,1.0,0,3,1,6,0,2,4,2010,130000
RM,5232,PAVE,BNK,ALLPUB,1STORY,1925,680,N,FUSEP,764,1.0,0,2,1,4,0,2,6,2008,73000
RL,12090,PAVE,LVL,ALLPUB,1STORY,1981,1422,Y,SBRKR,1422,2.0,0,3,1,7,1,2,6,2008,175500
RL,11207,PAVE,HLS,ALLPUB,2STORY,1997,802,Y,SBRKR,802,2.0,1,3,1,8,1,2,6,2006,185000
RL,8400,PAVE,BNK,ALLPUB,2.5FIN,1939,720,Y,SBRKR,1052,2.0,1,4,1,8,1,1,7,2008,179500
RM,6900,PAVE,LVL,ALLPUB,1STORY,1940,740,Y,SBRKR,778,1.0,0,2,1,4,1,1,2,2008,120500
RL,7917,PAVE,LVL,ALLPUB,1STORY,1976,1143,Y,SBRKR,1113,1.0,1,3,1,6,1,1,5,2007,148000
FV,10728,PAVE,LVL,ALLPUB,2STORY,2006,1095,Y,SBRKR,1095,2.0,1,3,1,8,1,3,8,2006,266000
RL,39104,PAVE,LOW,ALLPUB,1STORY,1954,1385,Y,SBRKR,1363,1.0,0,2,1,5,2,2,4,2008,241500
RL,11764,PAVE,LVL,ALLPUB,2STORY,1999,1152,Y,SBRKR,1164,2.0,1,4,1,9,1,3,4,2010,290000
RL,9600,PAVE,LVL,ALLPUB,1STORY,1958,1240,Y,SBRKR,1632,2.0,0,3,1,6,1,1,4,2009,139000
RL,8314,PAVE,LVL,ALLPUB,1STORY,1982,816,Y,SBRKR,816,1.0,0,2,1,5,0,1,6,2007,124500
RL,7264,PAVE,LVL,ALLPUB,1.5FIN,1925,952,N,SBRKR,952,2.0,1,3,1,5,0,2,10,2009,205000
RL,9196,PAVE,LVL,ALLPUB,1STORY,2003,1560,Y,SBRKR,1560,2.0,0,3,1,7,0,2,4,2010,201000
RL,19138,PAVE,LVL,ALLPUB,1STORY,1951,864,Y,SBRKR,864,1.0,0,2,1,4,0,2,6,2010,141000
RL,14450,PAVE,LVL,ALLPUB,1STORY,2006,2121,Y,SBRKR,2121,2.0,1,3,1,8,1,3,5,2007,415298
RL,10005,PAVE,LVL,ALLPUB,2STORY,1977,1160,Y,UNKNOWN,1156,2.0,1,4,1,8,1,2,3,2008,192000
RL,11287,PAVE,LVL,ALLPUB,2STORY,1989,807,Y,SBRKR,1175,2.0,1,3,1,7,1,2,1,2007,228500
FV,7200,PAVE,LVL,ALLPUB,1STORY,2006,1262,Y,SBRKR,1262,2.0,0,2,1,5,0,2,5,2006,185000
RL,5063,PAVE,LVL,ALLPUB,1STORY,2007,1314,Y,SBRKR,1314,2.0,0,2,1,6,1,2,4,2009,207500
RL,9612,PAVE,LVL,ALLPUB,1STORY,2008,1468,Y,SBRKR,1468,2.0,0,3,1,6,1,3,12,2009,244600
RL,8012,PAVE,LVL,ALLPUB,1STORY,1992,1575,Y,SBRKR,1575,2.0,0,2,1,5,0,2,7,2007,179200
FV,4251,PAVE,LVL,ALLPUB,2STORY,2006,625,Y,SBRKR,625,2.0,1,2,1,5,0,2,6,2007,164700
RL,9786,PAVE,BNK,ALLPUB,1.5FIN,1962,912,Y,SBRKR,1085,1.0,1,3,1,7,1,2,6,2006,159000
RL,8125,PAVE,LVL,ALLPUB,1STORY,1971,858,Y,SBRKR,858,1.0,0,3,1,5,0,0,6,2006,88000
RL,9819,PAVE,LVL,ALLPUB,1STORY,1967,882,Y,SBRKR,900,1.0,0,3,1,5,0,1,2,2010,122000
RL,8730,PAVE,LVL,ALLPUB,2STORY,1915,698,Y,FUSEA,698,1.0,0,3,1,7,0,1,7,2007,153575
RL,15611,PAVE,LVL,ALLPUB,2STORY,2006,1079,Y,SBRKR,1079,2.0,1,3,1,8,1,2,7,2006,233230
RL,5687,PAVE,BNK,ALLPUB,2STORY,1912,780,N,SBRKR,936,2.0,0,6,1,9,0,0,3,2008,135900
RL,11409,PAVE,LVL,ALLPUB,1.5FIN,1949,768,Y,SBRKR,1148,1.0,1,3,1,8,1,1,1,2009,131000
RL,16659,PAVE,LVL,ALLPUB,2STORY,1977,795,Y,SBRKR,1468,2.0,1,3,1,9,1,2,3,2006,235000
RL,9600,PAVE,LVL,ALLPUB,1STORY,1953,1416,Y,SBRKR,1644,1.0,0,3,1,7,2,2,10,2009,167000
RL,7937,PAVE,LVL,ALLPUB,SLVL,1984,1003,Y,SBRKR,1003,1.0,0,3,1,6,0,2,3,2006,142500
RM,13710,PAVE,LVL,ALLPUB,1.5FIN,1950,910,Y,FUSEA,910,1.0,1,4,1,6,0,1,6,2007,152000
FV,7399,PAVE,LVL,ALLPUB,2STORY,1997,975,Y,SBRKR,975,2.0,1,3,1,7,1,2,6,2007,239000
RL,11700,PAVE,LVL,ALLPUB,2STORY,1968,702,Y,SBRKR,1041,1.0,2,3,1,7,1,2,6,2007,175000
RL,14000,PAVE,LVL,ALLPUB,1STORY,1950,1092,Y,SBRKR,1152,1.0,0,3,1,6,1,1,8,2009,158500
RL,15750,PAVE,LVL,ALLPUB,1STORY,1953,1165,Y,SBRKR,1336,1.0,0,2,1,5,2,1,6,2006,157000
RL,16226,PAVE,LVL,ALLPUB,2STORY,1998,1028,Y,SBRKR,1210,2.0,1,4,1,9,1,2,5,2007,267000
RL,13704,PAVE,LVL,ALLPUB,1STORY,2001,1541,Y,SBRKR,1541,2.0,0,3,1,6,1,3,1,2006,205000
RL,9800,PAVE,LVL,ALLPUB,1STORY,1972,894,Y,SBRKR,894,1.0,0,3,1,5,0,2,7,2006,149900
RM,18386,PAVE,LVL,ALLPUB,2.5FIN,1880,1470,Y,SBRKR,1675,3.0,0,3,1,10,1,3,5,2008,295000
RL,10386,PAVE,LVL,ALLPUB,1STORY,2004,2000,Y,SBRKR,2000,2.0,0,3,1,8,0,3,7,2007,305900
RL,13474,PAVE,LVL,ALLPUB,2STORY,1990,700,Y,SBRKR,1122,2.0,1,4,1,8,1,3,6,2007,225000
RM,7920,PAVE,LVL,ALLPUB,1.5FIN,1920,319,Y,FUSEA,1035,1.0,0,3,1,6,0,0,3,2008,89500
RL,12342,PAVE,LVL,ALLPUB,1STORY,1940,861,Y,SBRKR,861,1.0,0,1,1,4,0,2,3,2009,82500
RL,12378,PAVE,LVL,ALLPUB,1STORY,2003,1896,Y,SBRKR,1944,2.0,0,3,1,8,3,3,11,2006,360000
RL,7685,PAVE,LVL,ALLPUB,2STORY,1993,697,Y,SBRKR,697,2.0,1,3,1,6,1,2,5,2006,165600
RL,8000,PAVE,LVL,ALLPUB,1STORY,1948,972,Y,SBRKR,972,1.0,0,2,1,5,1,1,5,2009,132000
RM,7800,PAVE,LVL,ALLPUB,1.5FIN,1939,793,Y,SBRKR,793,1.0,0,3,1,5,1,2,5,2006,119900
RL,215245,PAVE,LOW,ALLPUB,1STORY,1965,2136,Y,SBRKR,2036,2.0,0,3,1,8,2,2,6,2009,375000
RM,9600,PAVE,LVL,ALLPUB,2STORY,1925,728,Y,SBRKR,832,1.0,1,3,1,6,1,2,8,2006,178000
RL,7795,PAVE,LVL,ALLPUB,2STORY,2004,716,Y,SBRKR,716,2.0,1,3,1,6,1,2,7,2009,188500
RL,13005,PAVE,LVL,ALLPUB,2STORY,1980,845,Y,SBRKR,1153,2.0,1,4,1,10,1,2,8,2009,260000
FV,9000,PAVE,LVL,ALLPUB,2STORY,2006,1088,Y,SBRKR,1088,2.0,1,3,1,8,1,3,12,2007,270000
RL,9900,PAVE,LOW,ALLPUB,2STORY,1993,1347,Y,SBRKR,1372,2.0,1,4,1,9,1,3,4,2009,260000
RL,14115,PAVE,LVL,ALLPUB,SLVL,1980,1372,Y,SBRKR,1472,2.0,0,3,1,6,2,2,6,2009,187500
RL,16259,PAVE,LVL,ALLPUB,2STORY,2006,1249,Y,SBRKR,1249,3.0,1,4,1,9,0,3,9,2006,342643
RL,12099,PAVE,LVL,ALLPUB,2STORY,2004,1136,Y,SBRKR,1136,2.0,1,4,1,10,1,3,6,2007,354000
RL,10380,PAVE,LVL,ALLPUB,2STORY,1986,1502,Y,SBRKR,1553,2.0,1,4,1,8,1,2,8,2007,301000
RM,5820,PAVE,LVL,ALLPUB,1STORY,1955,1162,Y,SBRKR,1163,1.0,0,3,1,6,0,1,7,2006,126175
RL,11275,PAVE,LVL,ALLPUB,SLVL,1967,710,Y,SBRKR,1898,2.0,1,5,1,11,1,2,6,2010,242000
RM,5000,PAVE,LVL,ALLPUB,1.5UNF,1941,720,N,FUSEF,803,1.0,0,2,1,5,0,2,12,2007,87000
RL,10846,PAVE,LVL,ALLPUB,1STORY,1993,1719,Y,SBRKR,1719,1.0,1,1,1,6,2,2,5,2008,324000
RL,11600,PAVE,LVL,ALLPUB,1STORY,1960,1383,Y,SBRKR,1383,1.0,1,3,1,7,0,1,4,2006,145250
RL,11888,PAVE,BNK,ALLPUB,2.5UNF,1916,844,N,FUSEA,1445,2.0,0,5,1,10,0,2,7,2009,214500
RM,6402,PAVE,LVL,ALLPUB,2STORY,1920,596,N,SBRKR,596,1.0,0,3,1,6,0,1,7,2009,78000
RL,10624,PAVE,LVL,ALLPUB,1STORY,1964,1728,Y,SBRKR,1728,2.0,0,6,2,10,0,1,11,2007,119000
RL,8176,PAVE,LVL,ALLPUB,1STORY,1958,1056,Y,SBRKR,1056,1.0,0,3,1,6,0,1,8,2007,139000
RL,10655,PAVE,LVL,ALLPUB,1STORY,2003,3206,Y,SBRKR,1629,2.0,0,3,1,7,1,3,10,2009,284000
RM,8198,PAVE,LVL,ALLPUB,1STORY,2004,1358,Y,SBRKR,1358,2.0,0,2,1,6,1,2,7,2008,207000
RL,9042,PAVE,LVL,ALLPUB,2STORY,1998,943,Y,SBRKR,943,2.0,1,3,1,7,2,2,7,2008,192000
RL,164660,GRVL,HLS,ALLPUB,1.5FIN,1965,1499,Y,SBRKR,1619,2.0,0,3,1,7,2,2,8,2008,228950
RL,14157,PAVE,HLS,ALLPUB,1STORY,2005,1922,Y,UNKNOWN,1922,2.0,0,3,1,8,1,3,7,2007,377426
RL,9135,PAVE,LVL,ALLPUB,1STORY,2002,1536,Y,SBRKR,1536,2.0,0,3,1,7,0,2,12,2008,214000
RL,14145,PAVE,LVL,ALLPUB,1STORY,1984,1208,Y,SBRKR,1621,2.0,0,3,1,8,0,2,5,2006,202500
RL,12400,PAVE,LVL,ALLPUB,1STORY,1958,1215,Y,FUSEA,1215,1.0,0,3,1,6,0,1,6,2009,155000
RL,14191,PAVE,LVL,ALLPUB,2STORY,2002,967,Y,SBRKR,993,2.0,1,4,1,9,0,2,4,2010,202900
RH,8400,PAVE,LVL,ALLPUB,1STORY,1950,721,Y,SBRKR,841,1.0,0,2,1,4,0,1,9,2009,82000
RL,8544,PAVE,LVL,ALLPUB,1STORY,1949,0,N,FUSEA,1040,2.0,0,2,2,6,0,2,5,2006,87500
RL,8849,PAVE,LVL,ALLPUB,1STORY,2005,1684,Y,SBRKR,1684,2.0,0,2,1,6,1,2,7,2008,266000
RM,2592,PAVE,LVL,ALLPUB,2STORY,1976,536,Y,SBRKR,536,1.0,1,3,1,4,0,1,4,2010,85000
RL,6435,PAVE,LVL,ALLPUB,1.5FIN,1939,972,Y,SBRKR,972,1.0,0,3,1,6,1,1,10,2006,140200
RL,12772,PAVE,LVL,ALLPUB,1STORY,1960,958,Y,SBRKR,958,1.0,0,2,1,5,0,1,4,2007,151500
RL,17600,PAVE,LVL,ALLPUB,1STORY,1960,1478,Y,FUSEA,1478,2.0,0,3,1,6,2,2,12,2009,157500
RL,2448,PAVE,LVL,ALLPUB,2STORY,2003,764,Y,SBRKR,764,2.0,1,2,1,6,0,2,10,2008,154000
RL,20431,PAVE,LVL,ALLPUB,2STORY,2005,1848,Y,SBRKR,1848,2.0,1,4,1,10,2,3,4,2006,437154
RL,7820,PAVE,LVL,ALLPUB,1STORY,2007,1869,Y,SBRKR,1869,2.0,0,2,1,6,1,2,12,2007,318061
RL,5271,PAVE,LOW,ALLPUB,1STORY,1986,1453,Y,SBRKR,1453,1.0,1,2,1,6,1,2,12,2006,190000
RL,9084,PAVE,LVL,ALLPUB,1.5FIN,1941,616,N,SBRKR,616,1.0,0,3,1,5,0,1,3,2008,95000
RM,8520,PAVE,LVL,ALLPUB,1STORY,1928,624,Y,SBRKR,720,1.0,0,2,1,5,0,2,5,2010,105900
RL,8400,PAVE,BNK,ALLPUB,1.5FIN,1940,940,Y,SBRKR,1192,1.0,0,2,1,6,2,1,6,2006,140000
RL,11249,PAVE,LVL,ALLPUB,1STORY,1995,1200,Y,SBRKR,1200,2.0,0,3,1,6,0,2,8,2007,177500
RL,9248,PAVE,LVL,ALLPUB,1STORY,1992,1158,Y,SBRKR,1167,2.0,0,3,1,6,0,2,7,2009,173000
RM,4224,PAVE,LVL,ALLPUB,1STORY,1976,1142,Y,SBRKR,1142,1.0,1,3,1,6,1,2,8,2007,134000
RL,6930,PAVE,LVL,ALLPUB,SLVL,1958,1062,Y,FUSEF,1352,1.0,0,3,1,6,0,1,7,2006,130000
RL,12011,PAVE,LVL,ALLPUB,2STORY,1998,1086,Y,SBRKR,1086,2.0,1,3,1,7,1,2,6,2006,280000
RL,7540,PAVE,LVL,ALLPUB,SFOYER,1978,888,Y,SBRKR,912,1.0,0,2,1,5,1,2,6,2007,156000
RL,9144,PAVE,LVL,ALLPUB,1.5FIN,1940,883,Y,SBRKR,988,1.0,0,3,1,8,0,1,7,2008,145000
RL,7301,PAVE,LVL,ALLPUB,SFOYER,2003,0,Y,SBRKR,495,3.0,0,4,1,7,1,2,7,2009,198500
RM,1680,PAVE,LVL,ALLPUB,2STORY,1972,483,Y,SBRKR,483,1.0,1,2,1,5,0,1,5,2009,118000
RL,18800,PAVE,LVL,ALLPUB,2STORY,1976,796,Y,SBRKR,790,2.0,1,3,1,6,1,2,7,2006,190000
RM,10690,PAVE,LVL,ALLPUB,2STORY,1920,672,Y,FUSEA,672,1.0,0,3,1,6,0,1,7,2009,147000
RL,9500,PAVE,LVL,ALLPUB,1STORY,1963,1394,Y,SBRKR,1394,1.0,1,3,1,6,2,2,7,2009,159000
RL,9150,PAVE,LVL,ALLPUB,SLVL,1962,1099,Y,SBRKR,1431,1.0,0,3,1,6,1,1,12,2008,165000
RL,7800,PAVE,LVL,ALLPUB,1STORY,1954,1268,Y,SBRKR,1268,1.0,0,2,1,7,1,1,3,2010,132000
RL,9830,PAVE,LVL,ALLPUB,1STORY,1959,1063,Y,SBRKR,1287,1.0,0,3,1,7,1,2,3,2010,162000
RL,8121,PAVE,LVL,ALLPUB,2STORY,2000,953,Y,SBRKR,953,2.0,1,3,1,7,1,2,1,2006,172400
RL,17120,PAVE,LVL,ALLPUB,1.5FIN,1959,0,Y,SBRKR,1120,2.0,0,4,1,7,1,2,7,2008,134432
RL,7175,PAVE,LVL,ALLPUB,1STORY,1984,744,Y,SBRKR,752,1.0,0,2,1,4,0,1,2,2010,125000
RL,10634,PAVE,LVL,ALLPUB,1STORY,1953,608,Y,SBRKR,1319,1.0,0,3,1,5,0,1,11,2009,123000
RL,8200,PAVE,LVL,ALLPUB,2STORY,2003,847,Y,SBRKR,847,2.0,1,4,1,8,1,2,7,2007,219500
RL,10020,PAVE,LOW,ALLPUB,1STORY,1922,683,N,UNKNOWN,904,-1.0,1,1,1,4,0,0,3,2009,61000
RL,8846,PAVE,LVL,ALLPUB,SFOYER,1996,870,Y,SBRKR,914,1.0,0,2,1,5,0,2,7,2006,148000
FV,11143,PAVE,LVL,ALLPUB,2STORY,2004,1580,Y,SBRKR,1580,3.0,0,4,1,8,1,2,12,2007,340000
RL,11394,PAVE,LVL,ALLPUB,1STORY,2010,1856,Y,SBRKR,1856,1.0,1,1,1,8,1,3,6,2010,394432
RL,8123,PAVE,LVL,ALLPUB,2STORY,2000,982,Y,SBRKR,1007,2.0,1,3,1,7,1,2,6,2009,179000
RL,5000,PAVE,LVL,ALLPUB,1.5FIN,1924,1026,Y,SBRKR,1026,2.0,0,3,1,6,1,1,5,2010,127000
FV,7200,PAVE,LVL,ALLPUB,1STORY,2006,1293,Y,SBRKR,1301,2.0,0,2,1,5,1,2,8,2006,187750
RL,9245,PAVE,LVL,ALLPUB,2STORY,2006,939,Y,SBRKR,939,2.0,1,3,1,8,0,2,4,2007,213500
RH,9000,PAVE,LVL,ALLPUB,1.5UNF,1928,784,N,FUSEA,784,1.0,0,2,1,5,0,2,10,2009,76000
RL,53107,PAVE,LOW,ALLPUB,2STORY,1992,1580,Y,SBRKR,1079,2.0,1,3,1,9,2,2,6,2007,240000
RL,3182,PAVE,LVL,ALLPUB,1STORY,2004,1256,Y,SBRKR,1269,2.0,0,2,1,6,1,2,4,2010,192000
RL,8410,PAVE,LVL,ALLPUB,1.5FIN,1910,658,Y,SBRKR,658,1.0,0,5,1,8,0,0,5,2006,81000
RL,7200,PAVE,LVL,ALLPUB,SLVL,1976,1041,Y,SBRKR,1125,1.0,0,3,1,6,1,1,10,2009,125000
RL,9382,PAVE,LVL,ALLPUB,1STORY,1999,1468,Y,SBRKR,1479,2.0,0,3,1,6,0,2,7,2008,191000
RL,12474,PAVE,LVL,ALLPUB,2STORY,2007,1682,Y,SBRKR,1742,2.0,1,3,1,9,1,3,8,2008,426000
RL,8405,PAVE,LVL,ALLPUB,1.5FIN,1900,861,Y,SBRKR,961,1.0,0,4,1,7,0,1,4,2008,119000
RL,12209,PAVE,LVL,ALLPUB,2STORY,2001,804,Y,SBRKR,804,2.0,1,3,1,7,1,2,6,2009,215000
RL,8339,PAVE,LVL,ALLPUB,1STORY,1959,0,Y,SBRKR,882,1.0,0,3,1,5,0,1,7,2007,106500
RL,7446,PAVE,LVL,ALLPUB,1STORY,1941,788,Y,FUSEA,788,1.0,0,2,1,4,2,0,4,2006,100000
RL,10134,PAVE,LVL,ALLPUB,1.5FIN,1940,735,Y,FUSEA,735,1.0,0,2,1,5,0,1,7,2007,109000
RL,9571,PAVE,LVL,ALLPUB,1STORY,1956,1144,Y,SBRKR,1144,1.0,0,3,1,6,0,1,6,2010,129000
RL,7200,PAVE,LOW,ALLPUB,1STORY,1972,894,Y,SBRKR,894,1.0,0,2,1,6,0,2,9,2009,123000
RL,7590,PAVE,LVL,ALLPUB,2STORY,1962,864,Y,SBRKR,876,2.0,0,4,1,8,1,1,7,2007,169500
RM,8967,PAVE,LVL,ALLPUB,1STORY,1920,961,Y,MIX,1077,1.0,0,2,1,6,0,1,11,2007,67000
FV,8125,PAVE,LVL,ALLPUB,2STORY,2006,1092,Y,SBRKR,1112,2.0,0,2,1,7,0,2,10,2009,241000
RL,14963,PAVE,LVL,ALLPUB,1STORY,1996,1260,Y,SBRKR,1288,1.0,1,1,1,4,2,2,12,2008,245500
RL,8767,PAVE,LVL,ALLPUB,1STORY,2005,1310,Y,SBRKR,1310,2.0,0,3,1,6,1,2,7,2006,164990
